,area,title,desc,title+desc
450,water management,melhoria de recursos hídricos: remoção de espécies da flora exótica invasora aquática (eei),"a promoção dos habitats naturais como forma de mitigar em zonas húmidas os efeitos das alterações climáticas é uma excelente prática que tem vindo a ser implementada no concelho, mediante a intervenção direta e indireta da autarquia. assim, e neste âmbito, a remoção de eei da flora aquática é um programa que desde há mais de 15 anos está a ser desenvolvido  no concelho (remoção de toneladas de jacinto de água (eicchornia crassipes) e erva-pinheirinha (myriophyllum aquaticum) na lagoa da pateira de fermentelos e linhas de água afetadas por estas espécies.a aquisição em 2006 de uma embarcação adequada ao desempenho desta função melhorou o ecossisitema semi-léntico da lagoa da pateira de fermentelos, pela remoção de toneladas de biomassa vegetal de espécies alóctones invasoras. a máquina continua hoje em dia a operar sem, contudo financiamento para o seu funcionamento. a operação é possível por um funcionário especializado.  o custo diário de um operador é de cerca de 95,00€, o custo de funcionamento da ceifeira ronda os 100,00€, valores utilizados quando a maquinaria é emprestada para uso a outras entidades que o solicitam, a qual deverá ser manobrada pelo operador especializado, colaborando desta forma com a beneficiação e melhoria de habitats aquáticos em diversos locais do pais. a operação da ceifeira tem, assim, custos de cerca de 70.000,00€ anuais. além do funcionamento da ceifeira o controlo de invasoras deve contar com uma componente de remoção manual nos locais onde a embarcação não alcança. a aquisição de outros equipamentos para facilitar as operações de remoção é também preciso (e.g. barreiras de contenção).a máquina, igualmente necesita ocasionalmente de operações de manutenção mais intensas que permita prolongar a vida útil do equipamento","melhoria de recursos hídricos: remoção de espécies da flora exótica invasora aquática (eei). a promoção dos habitats naturais como forma de mitigar em zonas húmidas os efeitos das alterações climáticas é uma excelente prática que tem vindo a ser implementada no concelho, mediante a intervenção direta e indireta da autarquia. assim, e neste âmbito, a remoção de eei da flora aquática é um programa que desde há mais de 15 anos está a ser desenvolvido  no concelho (remoção de toneladas de jacinto de água (eicchornia crassipes) e erva-pinheirinha (myriophyllum aquaticum) na lagoa da pateira de fermentelos e linhas de água afetadas por estas espécies.a aquisição em 2006 de uma embarcação adequada ao desempenho desta função melhorou o ecossisitema semi-léntico da lagoa da pateira de fermentelos, pela remoção de toneladas de biomassa vegetal de espécies alóctones invasoras. a máquina continua hoje em dia a operar sem, contudo financiamento para o seu funcionamento. a operação é possível por um funcionário especializado.  o custo diário de um operador é de cerca de 95,00€, o custo de funcionamento da ceifeira ronda os 100,00€, valores utilizados quando a maquinaria é emprestada para uso a outras entidades que o solicitam, a qual deverá ser manobrada pelo operador especializado, colaborando desta forma com a beneficiação e melhoria de habitats aquáticos em diversos locais do pais. a operação da ceifeira tem, assim, custos de cerca de 70.000,00€ anuais. além do funcionamento da ceifeira o controlo de invasoras deve contar com uma componente de remoção manual nos locais onde a embarcação não alcança. a aquisição de outros equipamentos para facilitar as operações de remoção é também preciso (e.g. barreiras de contenção).a máquina, igualmente necesita ocasionalmente de operações de manutenção mais intensas que permita prolongar a vida útil do equipamento"
451,transport,programa de mobilidade eléctrica,colocação de 17 postos de carregamento da rede mobi.e na cidade para uso de veículos elétricos.participação do mun viseu em 10 postos,programa de mobilidade eléctrica. colocação de 17 postos de carregamento da rede mobi.e na cidade para uso de veículos elétricos.participação do mun viseu em 10 postos
453,buildings,casa da sustentabilidade,"a casa da sustentabilidade é planejada como modelo de tecnologia sustentável e soluções construtivas. o projeto da casa foi financiado pela cidade por meio de um concurso; no entanto, a implantação do projeto envolverá entidades privadas interessadas em relacionar sua imagem às questões de sustentabilidade","casa da sustentabilidade. a casa da sustentabilidade é planejada como modelo de tecnologia sustentável e soluções construtivas. o projeto da casa foi financiado pela cidade por meio de um concurso; no entanto, a implantação do projeto envolverá entidades privadas interessadas em relacionar sua imagem às questões de sustentabilidade"
454,renewable energy,proyecto de sistema fotovoltaico interconectado en la dirección de medio ambiente del gobierno de zapopan,"proyecto para la instalación de paneles solares en la dirección de medio ambiente del gobierno de zapopan, con una producción de energía promedio diaria de 283 kwh","proyecto de sistema fotovoltaico interconectado en la dirección de medio ambiente del gobierno de zapopan. proyecto para la instalación de paneles solares en la dirección de medio ambiente del gobierno de zapopan, con una producción de energía promedio diaria de 283 kwh"
455,waste management (including waste recycling),regulating industrial commercial & institutional sector waste diversion,"the city has implemented multi-stream waste sorting system to divert recyclable and organic material from city owned and operated facilities. the city is now looking to develop regulations for the industrial, commercial, and institutional (ic&i) sectors requiring businesses to implement multi-stream waste stations at their facilities to increase waste diversion from these sectors.  approximately 40% of the material generated by this sector is divertible","regulating industrial commercial & institutional sector waste diversion. the city has implemented multi-stream waste sorting system to divert recyclable and organic material from city owned and operated facilities. the city is now looking to develop regulations for the industrial, commercial, and institutional (ic&i) sectors requiring businesses to implement multi-stream waste stations at their facilities to increase waste diversion from these sectors.  approximately 40% of the material generated by this sector is divertible"
456,waste management (including waste recycling),aménagement d’emplacements réservés aux bacs à ordures dans les quartiers de la cay6,"•un plaidoyer est fait auprès de la mairie de la ville de yaoundé pour l’installation des bacs à ordures ;•les habitants de yaoundé 6 sont sensibilisés et éduqués à l’usage des bacs à ordures ;•au moins 60 placettes de bacs à ordures sont ciblées, négociées et acquises auprès des propriétaires de terrains ;•des emplacements réservés aux bacs à ordures sont aménagées et fonctionnelles ;•70% des déchets des ménages sont évacués vers les bacs à ordures.cay6 ; ville de yaoundé ;feicom ; oai-demosminhdu ; minddevel ; osc; bad; bm ; ue; giz; bmz ; usaid ; bid","aménagement d’emplacements réservés aux bacs à ordures dans les quartiers de la cay6. •un plaidoyer est fait auprès de la mairie de la ville de yaoundé pour l’installation des bacs à ordures ;•les habitants de yaoundé 6 sont sensibilisés et éduqués à l’usage des bacs à ordures ;•au moins 60 placettes de bacs à ordures sont ciblées, négociées et acquises auprès des propriétaires de terrains ;•des emplacements réservés aux bacs à ordures sont aménagées et fonctionnelles ;•70% des déchets des ménages sont évacués vers les bacs à ordures.cay6 ; ville de yaoundé ;feicom ; oai-demosminhdu ; minddevel ; osc; bad; bm ; ue; giz; bmz ; usaid ; bid"
457,sustainable food consumption/production,huertos comunitarios,"a) objetivo.implementar la agricultura urbana en predios de uso público del municipio de san nicolás de los garza, a través de la participación ciudadana organizada.b) metasi. promover y difundir las buenas prácticas de la agricultura urbana entre los habitantes del municipio de san nicolás de los garza;ii. generar un sistema de producción y consumo económicamente viable y socialmente justo para toda la comunidad;iii. crear una red de agricultores urbanos que permita el intercambio de experiencias y conocimiento;iv. promover el contacto de los habitantes con sistemas medioambientales;","huertos comunitarios. a) objetivo.implementar la agricultura urbana en predios de uso público del municipio de san nicolás de los garza, a través de la participación ciudadana organizada.b) metasi. promover y difundir las buenas prácticas de la agricultura urbana entre los habitantes del municipio de san nicolás de los garza;ii. generar un sistema de producción y consumo económicamente viable y socialmente justo para toda la comunidad;iii. crear una red de agricultores urbanos que permita el intercambio de experiencias y conocimiento;iv. promover el contacto de los habitantes con sistemas medioambientales;"
458,nature-based solutions,sistema estatal de protección hidrológica lago de chapala-río santiago,"consolidar el sistema de áreas protegidas entorno al lago de chapala y río santiago para asegurar los servicios ecosistémicos asociados a los ecosistemas, mejorar la calidad de vida de las comunidades y mantener los almacenes de carbono del territorio","sistema estatal de protección hidrológica lago de chapala-río santiago. consolidar el sistema de áreas protegidas entorno al lago de chapala y río santiago para asegurar los servicios ecosistémicos asociados a los ecosistemas, mejorar la calidad de vida de las comunidades y mantener los almacenes de carbono del territorio"
459,waste management (including waste recycling),minimizing waste streams,"the city is currently developing a pilot program for commercial recycling. additional funding could assist in extending the pilot program, scaling the program,  and/or addressing other waste and recycling gaps within the city; for example, the challenge for increasing recycling among residents, visitors, and customers that frequent heavily trafficked areas in the city. with few exceptions, city does not have recycling receptacles in the public space. there exists a great opportunity to increase recycling rates and decrease the volume of materials sent to the landfill that can instead be recycled. an area in the city that would benefit greatly from public recycling receptacles is downtown","minimizing waste streams. the city is currently developing a pilot program for commercial recycling. additional funding could assist in extending the pilot program, scaling the program,  and/or addressing other waste and recycling gaps within the city; for example, the challenge for increasing recycling among residents, visitors, and customers that frequent heavily trafficked areas in the city. with few exceptions, city does not have recycling receptacles in the public space. there exists a great opportunity to increase recycling rates and decrease the volume of materials sent to the landfill that can instead be recycled. an area in the city that would benefit greatly from public recycling receptacles is downtown"
460,energy efficiency (including public lighting),melhoria da eficiência energética das piscinas do fontelo,melhoria da eficiência energética das piscinas do fontelo,melhoria da eficiência energética das piscinas do fontelo. melhoria da eficiência energética das piscinas do fontelo
461,energy efficiency (including public lighting),proyecto smartencity coronación,"proyecto para la rehabilitación energética del barrio de coronación: este proyecto de regeneración del barrio de coronación gira en torno a tres grandes ejes:1. la rehabilitación energética de la fachada y la cubierta de los edificios del barrio.2. la instalación de un sistema central de calefacción y agua caliente alimentado con biomasa.3. la rehabilitación del espacio público (reforma de calles y plazas, pavimento, bancos, jardinería...).las actuaciones previstas permitirán reducir la demanda energética del barrio y el uso de energías renovables en sustitución de combustibles fósiles, mejorar la habitabilidad de las viviendas y sus condiciones de confort, ahorrar en la factura de calefacción y agua caliente e integrar la participación de la ciudadanía en la definición del proyecto. este proyecto aspira a ser una actuación de referencia en el camino a convertir vitoria-gasteiz en una ciudad más verde, neutra en carbono y que potencie los recursos y economía locales.https://www.vitoria-gasteiz.org/wb021/was/contenidoaction.do?idioma=es&uid=u559cff7e_151852964b0__7db7","proyecto smartencity coronación. proyecto para la rehabilitación energética del barrio de coronación: este proyecto de regeneración del barrio de coronación gira en torno a tres grandes ejes:1. la rehabilitación energética de la fachada y la cubierta de los edificios del barrio.2. la instalación de un sistema central de calefacción y agua caliente alimentado con biomasa.3. la rehabilitación del espacio público (reforma de calles y plazas, pavimento, bancos, jardinería...).las actuaciones previstas permitirán reducir la demanda energética del barrio y el uso de energías renovables en sustitución de combustibles fósiles, mejorar la habitabilidad de las viviendas y sus condiciones de confort, ahorrar en la factura de calefacción y agua caliente e integrar la participación de la ciudadanía en la definición del proyecto. este proyecto aspira a ser una actuación de referencia en el camino a convertir vitoria-gasteiz en una ciudad más verde, neutra en carbono y que potencie los recursos y economía locales.https://www.vitoria-gasteiz.org/wb021/was/contenidoaction.do?idioma=es&uid=u559cff7e_151852964b0__7db7"
462,energy efficiency (including public lighting),green infrastructure inventory,"iu is conducting a green infrastructure inventory that aligns with goal 6.4 of the bloomington sustainability action plan. infrastructure planning for community resilience requires comprehensive inventories of existing social, built, and natural capital assets. identifying needs and vulnerabilities can be informed by resilience theory, but such inventories are currently lacking. led by iu professors heather reynolds and jeff wilson, the research team is applying social-ecological systems theory and an explicit resilience trait-based framework to guide the inventory and analysis of urban green infrastructure (ugi) towards optimizing community resilience. this work will help bloomington prioritize the placement of ugi where climate change threats are greatest, both in terms of biophysical factors (e.g. heat stress, flooding) and social vulnerabilities (e.g. income, food security). (https://eri.iu.edu/understand/research-projects/urban-green-infrastructure-inventory-and-analysis.html)","green infrastructure inventory. iu is conducting a green infrastructure inventory that aligns with goal 6.4 of the bloomington sustainability action plan. infrastructure planning for community resilience requires comprehensive inventories of existing social, built, and natural capital assets. identifying needs and vulnerabilities can be informed by resilience theory, but such inventories are currently lacking. led by iu professors heather reynolds and jeff wilson, the research team is applying social-ecological systems theory and an explicit resilience trait-based framework to guide the inventory and analysis of urban green infrastructure (ugi) towards optimizing community resilience. this work will help bloomington prioritize the placement of ugi where climate change threats are greatest, both in terms of biophysical factors (e.g. heat stress, flooding) and social vulnerabilities (e.g. income, food security). (https://eri.iu.edu/understand/research-projects/urban-green-infrastructure-inventory-and-analysis.html)"
463,buildings,building decarbonization strategy,"the city of chicago seeks to advancing energy justice and climate resilience through efficiency and renewable energy investments. by strategically investing in moderate income (lmi), homes, affordable housing, neighborhood anchor buildings and institutions, public libraries, and historic protected landmarks. these projects will equitably decarbonize and retrofit lmi homes and units across the city to enhance resilience to climate change, lower utility costs, and improve livability. further, funding for retrofits and renewable energy projects will be delivered to cornerstone neighborhood institutions (e.g., community centers and libraries), improving their long-term environmental and economic sustainability. the city will also invest in decarbonizing historic sites and support pilot industrial energy efficiency and renewable energy work","building decarbonization strategy. the city of chicago seeks to advancing energy justice and climate resilience through efficiency and renewable energy investments. by strategically investing in moderate income (lmi), homes, affordable housing, neighborhood anchor buildings and institutions, public libraries, and historic protected landmarks. these projects will equitably decarbonize and retrofit lmi homes and units across the city to enhance resilience to climate change, lower utility costs, and improve livability. further, funding for retrofits and renewable energy projects will be delivered to cornerstone neighborhood institutions (e.g., community centers and libraries), improving their long-term environmental and economic sustainability. the city will also invest in decarbonizing historic sites and support pilot industrial energy efficiency and renewable energy work"
465,energy efficiency (including public lighting),deciwatt,"it is a service developed as one-stop-shop that accompanies the user, step by step, through the complex process of energy requalification of buildings. the metropolitan one-stop-shop is an innovative system aimed at private individuals and public administrations for the renovation of the building stock, which includes digital tools for the energy diagnosis of the building/plant system, to identify energy requalification measures for buildings, their implementation methods and to find financing packages and incentive mechanisms to carry them out. a demo of the service will be published shortly","deciwatt. it is a service developed as one-stop-shop that accompanies the user, step by step, through the complex process of energy requalification of buildings. the metropolitan one-stop-shop is an innovative system aimed at private individuals and public administrations for the renovation of the building stock, which includes digital tools for the energy diagnosis of the building/plant system, to identify energy requalification measures for buildings, their implementation methods and to find financing packages and incentive mechanisms to carry them out. a demo of the service will be published shortly"
467,public and green spaces,"construction de 9 espaces verts aménagés (mimboman, emombo, ekounou, nkomo, ekoumdoum, mvan nord, odza (02) et messamendongo)","objectifs:•construire neuf (09) espaces verts aménagés (mimboman, emombo, ekounou, nkomo, ekoumdoum, mvan nord, odza (02) et messamendongo) ;•améliorer les conditions environnementales dans les quartiers ;•la lutte contre le chômage ;•renforcer la cohésion et les relations sociales ;•rendre les quartiers plus attrayants (rendements économiques-tourisme).résultats :•neuf (09) espaces verts sont aménagés (mimboman, emombo, ekounou, nkomo, ekoumdoum, mvan nord, odza (02) et messamendongo) ;•les conditions environnementales des quartiers sont améliorées ;•les emplois directs et induits sont créés ;•la cohésion et les relations sociales sont renforcés ;•les quartiers sont plus attrayants et ont plus de rendements économiques.activités:•etude faisabilité ;•mobilisation des populations des dits quartiers ;•formation des populations sur l’entretien des espaces aménagés ;•acquisition des sites ;•création des espaces verts ;•aménagement des espaces de loisirs ;parties prenantes : mairie de yaoundé ; oai-demos ; feicom ; giz ; fonds suez environnement ; fem ; ue ; pnfmv ; onuhabitat ; populations","construction de 9 espaces verts aménagés (mimboman, emombo, ekounou, nkomo, ekoumdoum, mvan nord, odza (02) et messamendongo). objectifs:•construire neuf (09) espaces verts aménagés (mimboman, emombo, ekounou, nkomo, ekoumdoum, mvan nord, odza (02) et messamendongo) ;•améliorer les conditions environnementales dans les quartiers ;•la lutte contre le chômage ;•renforcer la cohésion et les relations sociales ;•rendre les quartiers plus attrayants (rendements économiques-tourisme).résultats :•neuf (09) espaces verts sont aménagés (mimboman, emombo, ekounou, nkomo, ekoumdoum, mvan nord, odza (02) et messamendongo) ;•les conditions environnementales des quartiers sont améliorées ;•les emplois directs et induits sont créés ;•la cohésion et les relations sociales sont renforcés ;•les quartiers sont plus attrayants et ont plus de rendements économiques.activités:•etude faisabilité ;•mobilisation des populations des dits quartiers ;•formation des populations sur l’entretien des espaces aménagés ;•acquisition des sites ;•création des espaces verts ;•aménagement des espaces de loisirs ;parties prenantes : mairie de yaoundé ; oai-demos ; feicom ; giz ; fonds suez environnement ; fem ; ue ; pnfmv ; onuhabitat ; populations"
468,nature-based solutions,climate ready boston implementation,implementation of nature-based and engineering solutions as envisioned in coastal resilience plans. see neighborhood-scale coastal resilience plans at: https://www.boston.gov/departments/environment/preparing-climate-change#coastal-resilience,climate ready boston implementation. implementation of nature-based and engineering solutions as envisioned in coastal resilience plans. see neighborhood-scale coastal resilience plans at: https://www.boston.gov/departments/environment/preparing-climate-change#coastal-resilience
471,water management,proyecto recuperación integral de las condiciones ambientales del caño juan angola,"con el proyecto se busca i) recuperación del espacio y reubicación de viviendas, ii) recuperación de cobertura de manglar, iii) construcción de zona de interfaz de espacio público, iv) reformulación y construcción del nuevo sistema vial, v) diseño y construcción de ejes ambientales urbanos en los seis sectores del caño","proyecto recuperación integral de las condiciones ambientales del caño juan angola. con el proyecto se busca i) recuperación del espacio y reubicación de viviendas, ii) recuperación de cobertura de manglar, iii) construcción de zona de interfaz de espacio público, iv) reformulación y construcción del nuevo sistema vial, v) diseño y construcción de ejes ambientales urbanos en los seis sectores del caño"
472,transport,estaciones de carga para vehículos eléctricos en zapopan,"establecer las bases conceptuales para elaborar la regulación a partir de un análisis de la normativavigente y guía técnica sobre la tecnología, que permitan la implementación de estaciones de carga paravehículos eléctricos en el municipio de zapopan y así incentivar a la ciudadanía al uso de vehículoseléctricos para reducir emisiones gei, así como otros contaminantes atmosféricos ocasionados porvehículos de combustión","estaciones de carga para vehículos eléctricos en zapopan. establecer las bases conceptuales para elaborar la regulación a partir de un análisis de la normativavigente y guía técnica sobre la tecnología, que permitan la implementación de estaciones de carga paravehículos eléctricos en el municipio de zapopan y así incentivar a la ciudadanía al uso de vehículoseléctricos para reducir emisiones gei, así como otros contaminantes atmosféricos ocasionados porvehículos de combustión"
474,transport,northern ireland electric vehicle consortium working group,derry city and strabane district council are taking the lead on northern ireland electric vehicle consortium for the the 11 councils. the aim is to look at residential on street car parking solutions and funding opportunities.  see attached terms of reference and background information below.the ni ev consortium working group was established in 2021 to facilitate the improvement of ni councils ev charge point infrastructure. this working group is contributing to dcsd councils’ objective to net zero carbon in line with government targets.the working group will support existing and emerging council climate action targets across northern ireland. the scope of the ev ni consortium working group is to create and develop a shared knowledge base of best practice from other uk and eu cities in order to develop agreed approaches across ni. many of these cities have successfully implemented ev charge point infrastructures within their local areas and the working group can benefit from these experiences,northern ireland electric vehicle consortium working group. derry city and strabane district council are taking the lead on northern ireland electric vehicle consortium for the the 11 councils. the aim is to look at residential on street car parking solutions and funding opportunities.  see attached terms of reference and background information below.the ni ev consortium working group was established in 2021 to facilitate the improvement of ni councils ev charge point infrastructure. this working group is contributing to dcsd councils’ objective to net zero carbon in line with government targets.the working group will support existing and emerging council climate action targets across northern ireland. the scope of the ev ni consortium working group is to create and develop a shared knowledge base of best practice from other uk and eu cities in order to develop agreed approaches across ni. many of these cities have successfully implemented ev charge point infrastructures within their local areas and the working group can benefit from these experiences
477,buildings,energía solar fotovoltaica en edificios públicos,"este estudio se propone resumir los hallazgos del programa de asistencia técnica c40 para edificios y energía para el proyecto de energía solar fotovoltaica en edificios públicos de la ciudad de lima.la ciudad de lima proporcionó datos de dos edificios públicos a ser considerados inicialmente para un proyecto piloto de energía solar fotovoltaica en techos. en este informe se presentan las conclusiones del análisis del potencial de energía solar fotovoltaica de los dos edificios seleccionados y el análisis financiero que demuestra la viabilidad financiera del proyecto y el período de amortización. la metodología del análisis es replicable y el proyecto piloto de energía fotovoltaica puede ser escalado al portafolio más amplio de edificios existentes en lima, si se dispone de más datos sobre dichos edificios y su rendimiento energético. la ciudad de lima ha identificado dos edificios para el proyecto piloto de energía solar fotovoltaica en edificios públicos: edificio confina y el palacio municipal.  la ciudad proveyó datos de los edificios, incluyendo datos sobre el consumo de energía e información sobre el precio de la energía para estos edificios, los cuales se presentan en la tabla siguiente. se realizó el estudio de viabilidad de la energíasolar fotovoltaica y el análisis financiero se realizaron con dichos datos. la instalación de energía solar fotovoltaica en edificios públicos es una de las acciones clave que la ciudad puede tomar para descarbonizar y promover la generación local de energía limpia. el informe demuestra que las inversiones de energía solar fotovoltaica en edificios públicos de la municipalidad de lima pueden generar un retorno financiero positivo. por lo tanto, la ciudad puede beneficiarse de la implementación de energía solar fotovoltaica en todos los edificios públicos desde una perspectiva financiera y ambiental.  al desplegar la energía solar fotovoltaica en edificios públicos, la ciudad también puede ayudar a construir el mercado de energía solar fotovoltaica en la ciudad, puede liderar el camino y mostrar un ejemplo a seguir para que residentes y empresas implementen energía solar fotovoltaica en sus propios edificios. sin embargo, el marco regulatorio actual no permite a la ciudad influir, controlar o promover la energía renovable en edificios privados","energía solar fotovoltaica en edificios públicos. este estudio se propone resumir los hallazgos del programa de asistencia técnica c40 para edificios y energía para el proyecto de energía solar fotovoltaica en edificios públicos de la ciudad de lima.la ciudad de lima proporcionó datos de dos edificios públicos a ser considerados inicialmente para un proyecto piloto de energía solar fotovoltaica en techos. en este informe se presentan las conclusiones del análisis del potencial de energía solar fotovoltaica de los dos edificios seleccionados y el análisis financiero que demuestra la viabilidad financiera del proyecto y el período de amortización. la metodología del análisis es replicable y el proyecto piloto de energía fotovoltaica puede ser escalado al portafolio más amplio de edificios existentes en lima, si se dispone de más datos sobre dichos edificios y su rendimiento energético. la ciudad de lima ha identificado dos edificios para el proyecto piloto de energía solar fotovoltaica en edificios públicos: edificio confina y el palacio municipal.  la ciudad proveyó datos de los edificios, incluyendo datos sobre el consumo de energía e información sobre el precio de la energía para estos edificios, los cuales se presentan en la tabla siguiente. se realizó el estudio de viabilidad de la energíasolar fotovoltaica y el análisis financiero se realizaron con dichos datos. la instalación de energía solar fotovoltaica en edificios públicos es una de las acciones clave que la ciudad puede tomar para descarbonizar y promover la generación local de energía limpia. el informe demuestra que las inversiones de energía solar fotovoltaica en edificios públicos de la municipalidad de lima pueden generar un retorno financiero positivo. por lo tanto, la ciudad puede beneficiarse de la implementación de energía solar fotovoltaica en todos los edificios públicos desde una perspectiva financiera y ambiental.  al desplegar la energía solar fotovoltaica en edificios públicos, la ciudad también puede ayudar a construir el mercado de energía solar fotovoltaica en la ciudad, puede liderar el camino y mostrar un ejemplo a seguir para que residentes y empresas implementen energía solar fotovoltaica en sus propios edificios. sin embargo, el marco regulatorio actual no permite a la ciudad influir, controlar o promover la energía renovable en edificios privados"
478,water management,projeto de execução do parque do leça em ermesinde,"o projeto apresenta o parque subdividido em três grandes áreas: área de conservação e produção; área de recreio e desporto; espaço rótula de articulação entre as duas áreas através do espaço multifunções e sanitários que se considera ser a grande porta de entrada/receção e distribuição. a proposta aprovada que «o projeto integra várias áreas e atividades multidisciplinares desde desporto, lazer, educação e sensibilização ambiental, em consonância com os objetivos do desenvolvimento sustentável, nomeadamente:1- recuperação de margens e melhoria das condições de drenagem num troço do rio leça com recurso a técnicas de engenharia natural, que serão utilizadas com o propósito de ensinar à população e principalmente aos proprietários de terrenos marginais alternativas viáveis, mais económicas e de menor complexidade que os métodos convencionais.2- reconstrução de uma ruína de um moinho de água, reconvertendo-a num espaço “memória”, na qual serão implementadas técnicas de melhoria da eficiência energética.3- criação de rede de percursos pedonais e cicláveis, interligando este espaço e a cidade em redor, com possibilidade de extensão ao longo do rio leça.4- implementação de hortas familiares, inclusivas e acessíveis. pretende-se contribuir para a educação, sensibilização e capacitação da população em geral para as necessidades de adaptação às alterações climáticas em meio urbano, envolvendo a comunidade, em particular, grupos alvo mais abertos e disponíveis para participar ativamente nas atividades previstas e outros grupos mais vulneráveis»","projeto de execução do parque do leça em ermesinde. o projeto apresenta o parque subdividido em três grandes áreas: área de conservação e produção; área de recreio e desporto; espaço rótula de articulação entre as duas áreas através do espaço multifunções e sanitários que se considera ser a grande porta de entrada/receção e distribuição. a proposta aprovada que «o projeto integra várias áreas e atividades multidisciplinares desde desporto, lazer, educação e sensibilização ambiental, em consonância com os objetivos do desenvolvimento sustentável, nomeadamente:1- recuperação de margens e melhoria das condições de drenagem num troço do rio leça com recurso a técnicas de engenharia natural, que serão utilizadas com o propósito de ensinar à população e principalmente aos proprietários de terrenos marginais alternativas viáveis, mais económicas e de menor complexidade que os métodos convencionais.2- reconstrução de uma ruína de um moinho de água, reconvertendo-a num espaço “memória”, na qual serão implementadas técnicas de melhoria da eficiência energética.3- criação de rede de percursos pedonais e cicláveis, interligando este espaço e a cidade em redor, com possibilidade de extensão ao longo do rio leça.4- implementação de hortas familiares, inclusivas e acessíveis. pretende-se contribuir para a educação, sensibilização e capacitação da população em geral para as necessidades de adaptação às alterações climáticas em meio urbano, envolvendo a comunidade, em particular, grupos alvo mais abertos e disponíveis para participar ativamente nas atividades previstas e outros grupos mais vulneráveis»"
479,waste management (including waste recycling),re-use from waste and innovative energy solution,"there is a need for a new operating building at isi recycling station to meet government requirements and ensure efficient cleaning, operation and maintenance of machinery and equipment. as part of the operating building, a visitor center will be established that can be used for teaching children, among other things. it is desirable here to showcase climate and environmental measures that are possible, and especially related to our own waste and how to utilize what is thrown away. in addition, focus will be placed on flexibility, generality and elasticity and future-oriented energy solutions. the roof will be established as a green roof, with a compost garden.the energy solution consists of the installation of solar cells on the operating building, the utilization of geothermal heat from rocks and the energy utilization of methane gas from the old landfill. dashboards will be used to show the energy system, how it works, illustration of energy reduction and greenhouse gas reduction. it is desirable to re-use materials in large parts of the building. this applies to parts such as stairs, cladding, walkways, parquet, furniture, fixtures and windows. parts of the furniture will be made from waste from the recycling station. the visitor center will be designed in different themed rooms, where it is illustrated how waste and residual materials from buildings can be reused. here there will be four different rooms with themes; glass, metal, wood and brick. the various rooms must be designed with used materials. it is also desirable to use plastic rubbish in parts of the building.funding application (pending): https://soknadssenter.miljodirektoratet.no/innsyn/lastnedsoknad?id=210926","re-use from waste and innovative energy solution. there is a need for a new operating building at isi recycling station to meet government requirements and ensure efficient cleaning, operation and maintenance of machinery and equipment. as part of the operating building, a visitor center will be established that can be used for teaching children, among other things. it is desirable here to showcase climate and environmental measures that are possible, and especially related to our own waste and how to utilize what is thrown away. in addition, focus will be placed on flexibility, generality and elasticity and future-oriented energy solutions. the roof will be established as a green roof, with a compost garden.the energy solution consists of the installation of solar cells on the operating building, the utilization of geothermal heat from rocks and the energy utilization of methane gas from the old landfill. dashboards will be used to show the energy system, how it works, illustration of energy reduction and greenhouse gas reduction. it is desirable to re-use materials in large parts of the building. this applies to parts such as stairs, cladding, walkways, parquet, furniture, fixtures and windows. parts of the furniture will be made from waste from the recycling station. the visitor center will be designed in different themed rooms, where it is illustrated how waste and residual materials from buildings can be reused. here there will be four different rooms with themes; glass, metal, wood and brick. the various rooms must be designed with used materials. it is also desirable to use plastic rubbish in parts of the building.funding application (pending): https://soknadssenter.miljodirektoratet.no/innsyn/lastnedsoknad?id=210926"
481,transport,equitable electric vehicle charging infrastructure,the city is exploring utilizing national electric vehicle infrastructure formula (nevi) funds among other funding opportunities to support the equitable distribution of electric vehicle supply equipment,equitable electric vehicle charging infrastructure. the city is exploring utilizing national electric vehicle infrastructure formula (nevi) funds among other funding opportunities to support the equitable distribution of electric vehicle supply equipment
482,waste management (including waste recycling),etude de faisabilité de valorisation des déchets avec le système de méthanisation,"la municipalité de la marsa et l’association a.t.c.o.ge.n lancent un projet de valorisation des déchets, dans le but de se construire une « ville durable » afin d’améliorer la gestion de déchets et sa valorisation. afin de mener à bien cette action, l’association a recherché des entreprises avec les experts du réseau megara qui pourraient soutenir ce projet dans le but d’élaborer dans une première phase une maquette ou preuve de concept.l’entreprise methania tunisie, leader dans la méthanisation et spécialiste du biogaz et de la cogénération ; et l’association atcogen, impliquée dans les secteurs de déchets et innovation et tendances technologiques, manifestent leur intérêt de collaboration et accorde leur soutien afin de mener à bien cet essai technologique","etude de faisabilité de valorisation des déchets avec le système de méthanisation. la municipalité de la marsa et l’association a.t.c.o.ge.n lancent un projet de valorisation des déchets, dans le but de se construire une « ville durable » afin d’améliorer la gestion de déchets et sa valorisation. afin de mener à bien cette action, l’association a recherché des entreprises avec les experts du réseau megara qui pourraient soutenir ce projet dans le but d’élaborer dans une première phase une maquette ou preuve de concept.l’entreprise methania tunisie, leader dans la méthanisation et spécialiste du biogaz et de la cogénération ; et l’association atcogen, impliquée dans les secteurs de déchets et innovation et tendances technologiques, manifestent leur intérêt de collaboration et accorde leur soutien afin de mener à bien cet essai technologique"
