,area,title,desc,title+desc
466,waste management,plan de manejo de desechos sólidos domiciliares urbanos del municipio de iztapa,"aspectos financierosen este capítulo se realiza el análisis de costo-beneficio preliminar (prefactibilidad) de las dos alternativasviables validadas para la gestión integrada de los residuos y desechos sólidos del municipio de escuintla ysus respectivas alternativas de administración, de manera que puedan vislumbrarse los posibles ingresosy costos de las opciones técnicas previstas. como se ha indicado anteriormente, se propone que laalternativa 1 sea desarrollada en el municipio de escuintla por sí solo, mientras que la alternativa 2 deberealizarse de forma mancomunada.10.1. alternativa 1las inversiones de esta alternativa son: i) para la compra de camiones de recolección y transporte de losresiduos; ii) la construcción de la planta de segregación de los residuos orgánicos e inorgánicos y detratamiento de los orgánicos para producir compost, incluyendo la adquisición del terreno, laconformación del terreno, la obra civil, incluyendo el muro perimetral entre otros y la maquinaria y equipo;iii) la adecuación del terreno para la excavación de celdas, su impermeabilización, laguna de lixiviados,donde se descargaran los rechazos de inertes, incluyendo la maquinaria y equipo, es decir, contar con unrelleno sanitario; iv) imprevistos; v) programa de educación sanitaria; y vi) administración del sistema. enel cuadro 10.1 muestra la inversión de cada uno de estos seis (6) rubros, para un total de q. 20,466,793.cuadro 10.1 – inversiones para la implementación de la alternativa 1 en escuintla (datos expresadosen quetzales).descripciónaspectos financierosen este capítulo se realiza el análisis de costo-beneficio preliminar (prefactibilidad) de las dos alternativasviables validadas para la gestión integrada de los residuos y desechos sólidos del municipio de escuintla ysus respectivas alternativas de administración, de manera que puedan vislumbrarse los posibles ingresosy costos de las opciones técnicas previstas. como se ha indicado anteriormente, se propone que laalternativa 1 sea desarrollada en el municipio de escuintla por sí solo, mientras que la alternativa 2 deberealizarse de forma mancomunada.10.1. alternativa 1las inversiones de esta alternativa son: i) para la compra de camiones de recolección y transporte de losresiduos; ii) la construcción de la planta de segregación de los residuos orgánicos e inorgánicos y detratamiento de los orgánicos para producir compost, incluyendo la adquisición del terreno, laconformación del terreno, la obra civil, incluyendo el muro perimetral entre otros y la maquinaria y equipo;iii) la adecuación del terreno para la excavación de celdas, su impermeabilización, laguna de lixiviados,donde se descargaran los rechazos de inertes, incluyendo la maquinaria y equipo, es decir, contar con unrelleno sanitario; iv) imprevistos; v) programa de educación sanitaria; y vi) administración del sistema. enel cuadro 10.1 muestra la inversión de cada uno de estos seis (6) rubros, para un total de q. 20,466,793.cuadro 10.1 – inversiones para la implementación de la alternativa 1 en escuintla (datos expresadosen quetzales).no hay espacio para subir el archivo del peoyecto","plan de manejo de desechos sólidos domiciliares urbanos del municipio de iztapa. aspectos financierosen este capítulo se realiza el análisis de costo-beneficio preliminar (prefactibilidad) de las dos alternativasviables validadas para la gestión integrada de los residuos y desechos sólidos del municipio de escuintla ysus respectivas alternativas de administración, de manera que puedan vislumbrarse los posibles ingresosy costos de las opciones técnicas previstas. como se ha indicado anteriormente, se propone que laalternativa 1 sea desarrollada en el municipio de escuintla por sí solo, mientras que la alternativa 2 deberealizarse de forma mancomunada.10.1. alternativa 1las inversiones de esta alternativa son: i) para la compra de camiones de recolección y transporte de losresiduos; ii) la construcción de la planta de segregación de los residuos orgánicos e inorgánicos y detratamiento de los orgánicos para producir compost, incluyendo la adquisición del terreno, laconformación del terreno, la obra civil, incluyendo el muro perimetral entre otros y la maquinaria y equipo;iii) la adecuación del terreno para la excavación de celdas, su impermeabilización, laguna de lixiviados,donde se descargaran los rechazos de inertes, incluyendo la maquinaria y equipo, es decir, contar con unrelleno sanitario; iv) imprevistos; v) programa de educación sanitaria; y vi) administración del sistema. enel cuadro 10.1 muestra la inversión de cada uno de estos seis (6) rubros, para un total de q. 20,466,793.cuadro 10.1 – inversiones para la implementación de la alternativa 1 en escuintla (datos expresadosen quetzales).descripciónaspectos financierosen este capítulo se realiza el análisis de costo-beneficio preliminar (prefactibilidad) de las dos alternativasviables validadas para la gestión integrada de los residuos y desechos sólidos del municipio de escuintla ysus respectivas alternativas de administración, de manera que puedan vislumbrarse los posibles ingresosy costos de las opciones técnicas previstas. como se ha indicado anteriormente, se propone que laalternativa 1 sea desarrollada en el municipio de escuintla por sí solo, mientras que la alternativa 2 deberealizarse de forma mancomunada.10.1. alternativa 1las inversiones de esta alternativa son: i) para la compra de camiones de recolección y transporte de losresiduos; ii) la construcción de la planta de segregación de los residuos orgánicos e inorgánicos y detratamiento de los orgánicos para producir compost, incluyendo la adquisición del terreno, laconformación del terreno, la obra civil, incluyendo el muro perimetral entre otros y la maquinaria y equipo;iii) la adecuación del terreno para la excavación de celdas, su impermeabilización, laguna de lixiviados,donde se descargaran los rechazos de inertes, incluyendo la maquinaria y equipo, es decir, contar con unrelleno sanitario; iv) imprevistos; v) programa de educación sanitaria; y vi) administración del sistema. enel cuadro 10.1 muestra la inversión de cada uno de estos seis (6) rubros, para un total de q. 20,466,793.cuadro 10.1 – inversiones para la implementación de la alternativa 1 en escuintla (datos expresadosen quetzales).no hay espacio para subir el archivo del peoyecto"
467,waste management,plan de manejo de efectos solidos domiciliarios urbanos del municipi0o de san jose,"con base en la alternativa viable preliminar más adecuada, se elaboró el presente plan de manejopreliminar de desechos sólidos domiciliares urbanos del municipio de san josé, el cual corresponde alproducto 4 de la consultoría.como se indicó anteriormente, este plan de manejo tiene como objetivo específico fortalecer lascapacidades en el municipio de san josé para el manejo de los desechos sólidos domiciliares urbanos a finde contribuir a la reducción de las emisiones de gases de efecto invernadero. por ello, el plan de manejose construyó participativamente con la municipalidad de san josé, a través del jefe de la ugafom y lamasur, a través de su gerente. así como la participación de otros representantes de la municipalidad,maga, cocode y juzgado en los dos talleres realizados","plan de manejo de efectos solidos domiciliarios urbanos del municipi0o de san jose. con base en la alternativa viable preliminar más adecuada, se elaboró el presente plan de manejopreliminar de desechos sólidos domiciliares urbanos del municipio de san josé, el cual corresponde alproducto 4 de la consultoría.como se indicó anteriormente, este plan de manejo tiene como objetivo específico fortalecer lascapacidades en el municipio de san josé para el manejo de los desechos sólidos domiciliares urbanos a finde contribuir a la reducción de las emisiones de gases de efecto invernadero. por ello, el plan de manejose construyó participativamente con la municipalidad de san josé, a través del jefe de la ugafom y lamasur, a través de su gerente. así como la participación de otros representantes de la municipalidad,maga, cocode y juzgado en los dos talleres realizados"
469,transport,transpinula,se tiene contemplada la implementación en  enero 2022 de un sistema de transporte colectivo municipal,transpinula. se tiene contemplada la implementación en  enero 2022 de un sistema de transporte colectivo municipal
471,waste recycling,improvement in the storage of solid waste in jesús maría,"due to the population growth of the last years, it is necessary to reinforce in the areas of high population density the system of temporary storage of the solid waste with the installation of 10 underground containers to make it more efficient and decrease the discomfort of the neighbors","improvement in the storage of solid waste in jesús maría. due to the population growth of the last years, it is necessary to reinforce in the areas of high population density the system of temporary storage of the solid waste with the installation of 10 underground containers to make it more efficient and decrease the discomfort of the neighbors"
472,water management,jesus maria wastewater treatment plant,"the treatment plant for the irrigation waters of the huatica river (ptar) in the district of jesus maria will provide the district with treated good quality, free of solid waste, thus complying with the current regulations on water quality for irrigation purposes. this plant will allow water quality to be improved, ensuring the health of humans and animals, water will be treated by sedimentation and chlorination to irrigate green areas. it also seeks to protect public health due to the contamination of irrigation waters with bacteria and viruses that transmit diseases and, finally, seeks to protect the environment","jesus maria wastewater treatment plant. the treatment plant for the irrigation waters of the huatica river (ptar) in the district of jesus maria will provide the district with treated good quality, free of solid waste, thus complying with the current regulations on water quality for irrigation purposes. this plant will allow water quality to be improved, ensuring the health of humans and animals, water will be treated by sedimentation and chlorination to irrigate green areas. it also seeks to protect public health due to the contamination of irrigation waters with bacteria and viruses that transmit diseases and, finally, seeks to protect the environment"
473,transport,cycle path in jesús maría,"for the improvement of the district's cycle system, integral maintenance of the 10.5 km of existing cycle lanes is required, as well as the extension of the network on garzón avenue (crossroad to the district). the project includes both vertical and horizontal signaling (traffic paint and reflective tacks) of the entire cycle network, as well as the installation of 14 bicycle stations and the acquisition of bicycles for each point","cycle path in jesús maría. for the improvement of the district's cycle system, integral maintenance of the 10.5 km of existing cycle lanes is required, as well as the extension of the network on garzón avenue (crossroad to the district). the project includes both vertical and horizontal signaling (traffic paint and reflective tacks) of the entire cycle network, as well as the installation of 14 bicycle stations and the acquisition of bicycles for each point"
474,outdoor lighting,jesus maria enlightened,"the increase in insecurity requires an intervention to improve lighting in areas of public spaces such as parks (33 in the district), applying led system at the forefront of current sustainable systems and reducing costs in the medium and long term for durability vs the traditional metal halide system. additionally, landscaping and ornamental treatment is incorporated with the directionality of the luminaire (from bottom to top)","jesus maria enlightened. the increase in insecurity requires an intervention to improve lighting in areas of public spaces such as parks (33 in the district), applying led system at the forefront of current sustainable systems and reducing costs in the medium and long term for durability vs the traditional metal halide system. additionally, landscaping and ornamental treatment is incorporated with the directionality of the luminaire (from bottom to top)"
480,waste management,limpieza y descolmatacion de cauce-protección de riveras con roca en  margen izquierda de rió rimac,"este proyecto cuenta con dos fases.1ra fase: limpieza y descolmatacion de cauce2da fase: trabajos de sensibilizacion a la población dado la vulnerabilidad de estar asentado en un terreno relleno, se deberá invitar a organismos indeci , cenepred, a fin de exponer temas de riesgo y peligros en la zona","limpieza y descolmatacion de cauce-protección de riveras con roca en  margen izquierda de rió rimac. este proyecto cuenta con dos fases.1ra fase: limpieza y descolmatacion de cauce2da fase: trabajos de sensibilizacion a la población dado la vulnerabilidad de estar asentado en un terreno relleno, se deberá invitar a organismos indeci , cenepred, a fin de exponer temas de riesgo y peligros en la zona"
481,waste recycling,programa de segregacion en la fuente y recolección selectiva de residuos sólidos inorgánicos reaprovechables con responsabilidad e inclusión social para recicladores con discapacidad en el distrito de ate,gestionar adecuadamente los residuos mediante la implementacion del programa de segregación en la fuente.inclusión laboral a personas con discapacidad con el objetivo de mejorar la calidad de vida de los mismos y su entorno familiar.las actividades planificadas para abordar la necesidad del proyecto a largo plazo son:1. desarrollar programas que fomenten la inclusión social con personas que presentan discapacidad.2. promover campañas de sensibilización de educación ambiental3. mejorar la infraestructura de la planta de valoración,programa de segregacion en la fuente y recolección selectiva de residuos sólidos inorgánicos reaprovechables con responsabilidad e inclusión social para recicladores con discapacidad en el distrito de ate. gestionar adecuadamente los residuos mediante la implementacion del programa de segregación en la fuente.inclusión laboral a personas con discapacidad con el objetivo de mejorar la calidad de vida de los mismos y su entorno familiar.las actividades planificadas para abordar la necesidad del proyecto a largo plazo son:1. desarrollar programas que fomenten la inclusión social con personas que presentan discapacidad.2. promover campañas de sensibilización de educación ambiental3. mejorar la infraestructura de la planta de valoración
489,transport,electrification of public transport,curvelo has 5 bus routes and we intend to have all of them running on electric buses by 2024,electrification of public transport. curvelo has 5 bus routes and we intend to have all of them running on electric buses by 2024
490,energy efficiency / retrofit,solar powered public administration buildings,curvelo has a high solar irradiance and we want to harness this potential by installing photovoltaic cells on the rooftops of public administration buildings,solar powered public administration buildings. curvelo has a high solar irradiance and we want to harness this potential by installing photovoltaic cells on the rooftops of public administration buildings
495,waste recycling,projeto cidade+recicleiros,"as cidades não terão custo para receber o projeto, que consiste em diagnóstico e desenvolvimento do plano municipal de coleta seletiva, porém, aquelas que de acordo com a avaliação do instituto recicleiros tiverem boa performance no desenvolvimento dos planos municipais, poderão receber investimentos alocados diretamente em implementação da upmr (obras e equipamentos); 60 meses de assessoria técnica e apoio à gestão do programa (prefeitura e cooperativa); formação e capacitação de cooperativa de trabalho para executar os serviços de separação, beneficiamento e destinação do material reciclável; e ações de comunicação para engajar e orientar a população sobre o descarte seletivo.como contrapartida, serra talhada deverá assumir o compromisso com a regulamentação da coleta seletiva por meio do plano municipal de coleta seletiva que será desenvolvido pela recicleiros em parceria com a administração municipal e a realização da coleta e transporte dos resíduos descartados pelos munícipes até a unidade de processamento de materiais recicláveis (upmr). o capital necessário para realização do programa cidade+recicleiros vem de um fundo formado pelo instituto recicleiros com recursos captados em diversas fontes, como empresas que investem para cumprir metas de logística reversa das embalagens que colocam no mercado.responsáveis pelo projeto – a recicleiros (www.recicleiros.org.br) é uma organização brasileira sem fins lucrativos, que desde 2007 desenvolve soluções para fomentar a coleta seletiva inteligente e a reciclagem de resíduos sólidos em todo país. já a empresa suíça sig combibloc (www.sig.biz), presente em mais de 65 países – no brasil desde 2011 – é uma das líderes no fornecimento de sistemas e soluções para embalagem asséptica. as duas organizações são parceiras desde 2018 na idealização e realização do edital cidade+recicleiros, que agora chega a 17 cidades brasileiras","projeto cidade+recicleiros. as cidades não terão custo para receber o projeto, que consiste em diagnóstico e desenvolvimento do plano municipal de coleta seletiva, porém, aquelas que de acordo com a avaliação do instituto recicleiros tiverem boa performance no desenvolvimento dos planos municipais, poderão receber investimentos alocados diretamente em implementação da upmr (obras e equipamentos); 60 meses de assessoria técnica e apoio à gestão do programa (prefeitura e cooperativa); formação e capacitação de cooperativa de trabalho para executar os serviços de separação, beneficiamento e destinação do material reciclável; e ações de comunicação para engajar e orientar a população sobre o descarte seletivo.como contrapartida, serra talhada deverá assumir o compromisso com a regulamentação da coleta seletiva por meio do plano municipal de coleta seletiva que será desenvolvido pela recicleiros em parceria com a administração municipal e a realização da coleta e transporte dos resíduos descartados pelos munícipes até a unidade de processamento de materiais recicláveis (upmr). o capital necessário para realização do programa cidade+recicleiros vem de um fundo formado pelo instituto recicleiros com recursos captados em diversas fontes, como empresas que investem para cumprir metas de logística reversa das embalagens que colocam no mercado.responsáveis pelo projeto – a recicleiros (www.recicleiros.org.br) é uma organização brasileira sem fins lucrativos, que desde 2007 desenvolve soluções para fomentar a coleta seletiva inteligente e a reciclagem de resíduos sólidos em todo país. já a empresa suíça sig combibloc (www.sig.biz), presente em mais de 65 países – no brasil desde 2011 – é uma das líderes no fornecimento de sistemas e soluções para embalagem asséptica. as duas organizações são parceiras desde 2018 na idealização e realização do edital cidade+recicleiros, que agora chega a 17 cidades brasileiras"
503,water management,projeto recuperação de nascentes,"o projeto de recuperação de nascentes alia a conservação de recursos hídricos à proteção da biodiversidade por meio de uma estrutura institucional inovadora.  faz-se necessário a implantação do projeto, para compensação de emissões de carbono ou redução da pegada hídrica. a secretaria possui um cadastro de produtores rurais interessados em participar do projeto de recuperação de nascentes","projeto recuperação de nascentes. o projeto de recuperação de nascentes alia a conservação de recursos hídricos à proteção da biodiversidade por meio de uma estrutura institucional inovadora.  faz-se necessário a implantação do projeto, para compensação de emissões de carbono ou redução da pegada hídrica. a secretaria possui um cadastro de produtores rurais interessados em participar do projeto de recuperação de nascentes"
506,waste management,caminhão compactador de resíduos sólidos urbanos,projeto cadastrado na  funasa em 2019 solicitando 2 caminhões compactadores. o município adquiriu com recurso próprio um caminhão compactador visto que a frota que utilizava estava muito deteriorada (só havia um caminhão compactador  atendendo a sede e os distritos rurais e comunidades rurais que também vivia quebrado e o município utilizava um caminhão caçamba pois somente o compactador não conseguia atender. o pedido está em análise desde janeiro/2020,caminhão compactador de resíduos sólidos urbanos. projeto cadastrado na  funasa em 2019 solicitando 2 caminhões compactadores. o município adquiriu com recurso próprio um caminhão compactador visto que a frota que utilizava estava muito deteriorada (só havia um caminhão compactador  atendendo a sede e os distritos rurais e comunidades rurais que também vivia quebrado e o município utilizava um caminhão caçamba pois somente o compactador não conseguia atender. o pedido está em análise desde janeiro/2020
507,waste management,melhoria do gerenciamento de resíduos sólidos urbanos de guanhães,"projeto cadastrado no ministério do meio ambiente, constando  melhorias da gestão de resíduos sólidos do município , constando cercamento da área do aterro controlado,  campanha de educação ambiental para incentivar a coleta seletiva, aquisição de equipamentos para usina de triagem de , usina de compostagem, usina de reciclagem de entulhos da construção civil. o pedido está em análise desde outubro/2020","melhoria do gerenciamento de resíduos sólidos urbanos de guanhães. projeto cadastrado no ministério do meio ambiente, constando  melhorias da gestão de resíduos sólidos do município , constando cercamento da área do aterro controlado,  campanha de educação ambiental para incentivar a coleta seletiva, aquisição de equipamentos para usina de triagem de , usina de compostagem, usina de reciclagem de entulhos da construção civil. o pedido está em análise desde outubro/2020"
508,waste management,implantação do aterro sanitário,"aquisição de nova área, concepção de projeto, implantação de aterro sanitário. o aterro controlado municipal  encontra-se saturado, e está virando um lixão,  e o município necessita melhorar sua gestão de resíduos. uma das alternativas seria a  implantação de um aterro sanitário. contudo o município não dispõe de recursos financeiros e nem de equipe técnica especializada para montar o aterro","implantação do aterro sanitário. aquisição de nova área, concepção de projeto, implantação de aterro sanitário. o aterro controlado municipal  encontra-se saturado, e está virando um lixão,  e o município necessita melhorar sua gestão de resíduos. uma das alternativas seria a  implantação de um aterro sanitário. contudo o município não dispõe de recursos financeiros e nem de equipe técnica especializada para montar o aterro"
510,energy efficiency / retrofit,aproveitamento energetico de gas metano dos resíduos do lixão municipal,utilizar o gás proveniente  do atual lixão municipal que será desativado para atender demandas de instituições e órgãos públicos  do município,aproveitamento energetico de gas metano dos resíduos do lixão municipal. utilizar o gás proveniente  do atual lixão municipal que será desativado para atender demandas de instituições e órgãos públicos  do município
511,waste recycling,implantação de sistema de incineração do residuo solido urbano no lixão municipal,"como forma de despoluir o aterro controlado municipal  (lixão), uma outra possibilidade de ""resolver"" o impacto que os resíduos sólidos urbanos tem causado nessa área.  após pesquisas descobrimos que tem municípios mineiros que implantaram sistema de incinerador, conseguem reciclar o material plástico  (através de esteiras), vendendo o para indústria plástica, e a parte orgânica vira adubo e encaminham para produtores rurais. ao fim do processo  a fumaça que gera segundo eles é vapor d'água","implantação de sistema de incineração do residuo solido urbano no lixão municipal. como forma de despoluir o aterro controlado municipal  (lixão), uma outra possibilidade de ""resolver"" o impacto que os resíduos sólidos urbanos tem causado nessa área.  após pesquisas descobrimos que tem municípios mineiros que implantaram sistema de incinerador, conseguem reciclar o material plástico  (através de esteiras), vendendo o para indústria plástica, e a parte orgânica vira adubo e encaminham para produtores rurais. ao fim do processo  a fumaça que gera segundo eles é vapor d'água"
513,water management,"aquisição do kit: biodigestor e caixa de gordura para implantar nas comunidades rurais: prata, corrente canoa, cachoeira das pombas e farias. guanhães – mg","aquisição de 175 kits contendo: um biodigestor e uma caixa de gordura para implantar nas seguintes comunidades localizadas na zona rural de guanhães: prata, corrente canoa, cachoeira das pombas e farias. – mg. o projeto foi elaborado para pleitear ser pre aprovado em emenda parlamentar estadual do ano de 2021. o projeto foi aprovado contudo como não solicitamos a execução do serviço e as tubulações somente o equipamento, o municipio terá que arcar com as tubulações e execução da implantação dos equipamentos.  em anexo segue o texto elaborado de como pretendemos implantar o sistema. para a execução do projeto necessitaremos de apoio financeiro para comprar os materiais que nao estao embutidos no valor aprovado (340.000,00)","aquisição do kit: biodigestor e caixa de gordura para implantar nas comunidades rurais: prata, corrente canoa, cachoeira das pombas e farias. guanhães – mg. aquisição de 175 kits contendo: um biodigestor e uma caixa de gordura para implantar nas seguintes comunidades localizadas na zona rural de guanhães: prata, corrente canoa, cachoeira das pombas e farias. – mg. o projeto foi elaborado para pleitear ser pre aprovado em emenda parlamentar estadual do ano de 2021. o projeto foi aprovado contudo como não solicitamos a execução do serviço e as tubulações somente o equipamento, o municipio terá que arcar com as tubulações e execução da implantação dos equipamentos.  em anexo segue o texto elaborado de como pretendemos implantar o sistema. para a execução do projeto necessitaremos de apoio financeiro para comprar os materiais que nao estao embutidos no valor aprovado (340.000,00)"
517,waste management,intercambio ecológico y acopio ecológico,"promoción de recolección de residuos solidos urbanos reciclables por parte de la población, las empresas recolectan y reciclan los materiales entregando a la población beneficios en especie, difundiendo la cultura del reciclaje, logrando reducir en ultima instancia (como meta) lo que se tramita hacia los rellenos sanitarios. primera etapa en el plan de race to zero","intercambio ecológico y acopio ecológico. promoción de recolección de residuos solidos urbanos reciclables por parte de la población, las empresas recolectan y reciclan los materiales entregando a la población beneficios en especie, difundiendo la cultura del reciclaje, logrando reducir en ultima instancia (como meta) lo que se tramita hacia los rellenos sanitarios. primera etapa en el plan de race to zero"
519,outdoor lighting,convenio de cooperacion institucional entre la empresa enel y la municipalidad de bellavista,sustitución de luminarias  del alumbrado publico por led,convenio de cooperacion institucional entre la empresa enel y la municipalidad de bellavista. sustitución de luminarias  del alumbrado publico por led
528,waste management,"implementación de acciones que permitan el compostaje de los residuos biodegradables producidos en el cantón y procesarlos en las mismas instalaciones, creando subproductos para jardinería","este proyecto tiene como finalidad reducir la cantidad de residuos orgánicos enviados al relleno sanitarios y consecuentemente reducir las emisiones de gases de efecto invernadero por disposición de esos residuos. el gobierno local ha implementado desde 2019 el proyecto de compostaje en casa mediante la entrega de composteras rotativas caseras. para la ejecución de este proyecto se tiene un contrato con la empresa 360 soluciones verdes.este proyecto ha brindado tratamiento local a los residuos orgánicos domiciliares, evitando el envío de residuos orgánicos al relleno sanitarioeste, busca darle tratamiento local a los residuos de jardinería generados por la limpieza de parques y espacios públicos del cantón","implementación de acciones que permitan el compostaje de los residuos biodegradables producidos en el cantón y procesarlos en las mismas instalaciones, creando subproductos para jardinería. este proyecto tiene como finalidad reducir la cantidad de residuos orgánicos enviados al relleno sanitarios y consecuentemente reducir las emisiones de gases de efecto invernadero por disposición de esos residuos. el gobierno local ha implementado desde 2019 el proyecto de compostaje en casa mediante la entrega de composteras rotativas caseras. para la ejecución de este proyecto se tiene un contrato con la empresa 360 soluciones verdes.este proyecto ha brindado tratamiento local a los residuos orgánicos domiciliares, evitando el envío de residuos orgánicos al relleno sanitarioeste, busca darle tratamiento local a los residuos de jardinería generados por la limpieza de parques y espacios públicos del cantón"
531,water management,creación de una estructuración tarifaria para el servicio de agua potable de la comunidad de barrancas,"en una presentación realizada ante miembros de la municipalidad de el guarco y colaboradores de la comisión del agua de barrancas, se coincidió en la necesidad de una estructura formal para la prestación del servicio de suministro de agua y una actualización del costo del servicio de agua potable, el cual mejore la recaudación de fondos para el mejoramiento del acueducto.  se propone la creación de una estructuración tarifaria para el servicio de agua potable de la comunidad de barrancas que incluya: la tarifa para la gestión administrativa y operativa del acueducto, una tarifa de hidrantes y la tarifa de servicios conexos.  y la creación de una estructura organizacional para brindar el servicio de agua potable a la comunidad de barrancas","creación de una estructuración tarifaria para el servicio de agua potable de la comunidad de barrancas. en una presentación realizada ante miembros de la municipalidad de el guarco y colaboradores de la comisión del agua de barrancas, se coincidió en la necesidad de una estructura formal para la prestación del servicio de suministro de agua y una actualización del costo del servicio de agua potable, el cual mejore la recaudación de fondos para el mejoramiento del acueducto.  se propone la creación de una estructuración tarifaria para el servicio de agua potable de la comunidad de barrancas que incluya: la tarifa para la gestión administrativa y operativa del acueducto, una tarifa de hidrantes y la tarifa de servicios conexos.  y la creación de una estructura organizacional para brindar el servicio de agua potable a la comunidad de barrancas"
532,water management,mejoramiento en la red de almacenamiento de agua del acueducto municipal de zarcero,se pretende mejorar la capacidad de almacenamiento del acueducto municipal mediante la construcción de un tanque de almacenamiento de agua potable de 300m3,mejoramiento en la red de almacenamiento de agua del acueducto municipal de zarcero. se pretende mejorar la capacidad de almacenamiento del acueducto municipal mediante la construcción de un tanque de almacenamiento de agua potable de 300m3
533,waste management,adquisición de compostera automatizada para el tratamiento de residuos orgánicos del sector comercial del cantón de zarcero,se pretende la compra de 8 composteras automatizadas para el tratamiento de 800 kilos diarios de residuos orgánicos provenientes del sector comercial del cantón,adquisición de compostera automatizada para el tratamiento de residuos orgánicos del sector comercial del cantón de zarcero. se pretende la compra de 8 composteras automatizadas para el tratamiento de 800 kilos diarios de residuos orgánicos provenientes del sector comercial del cantón
534,water management,gestión integral de recursos hídricos en puerto cortés,"restauración de zonas productoras de agua, sectorización del servicio de abastecimiento y construcción de sistema de potablización","gestión integral de recursos hídricos en puerto cortés. restauración de zonas productoras de agua, sectorización del servicio de abastecimiento y construcción de sistema de potablización"
552,waste recycling,cajamarca y anaime verde y sostenible,"el proyecto se encuentra en fase de implementación, y viene adelantando acciones de educación ambiental, rutas de recolección selectivas, construir y dotar una planta de aprovechamiento de biomasa (compostaje) con área de almacenamiento, adquirir vehículos para las rutas, ademas de la implementación de un fuerte componente de comunicación y dialogo con la comunidad y organizaciones sociales, privadas y públicas","cajamarca y anaime verde y sostenible. el proyecto se encuentra en fase de implementación, y viene adelantando acciones de educación ambiental, rutas de recolección selectivas, construir y dotar una planta de aprovechamiento de biomasa (compostaje) con área de almacenamiento, adquirir vehículos para las rutas, ademas de la implementación de un fuerte componente de comunicación y dialogo con la comunidad y organizaciones sociales, privadas y públicas"
554,water management,mejoramiento del sistema de regadio de areas verdes del distrito,"el proyecto contempla ser ejecutado en el plazo de 3 meses desde setiembre del 2020. con la canalización en piedra de 1.2 km de canal. la construcción de 3 reservorios de 150 m3, instalación de 2 desarenadores, así como la renovación de las tapas de los canales","mejoramiento del sistema de regadio de areas verdes del distrito. el proyecto contempla ser ejecutado en el plazo de 3 meses desde setiembre del 2020. con la canalización en piedra de 1.2 km de canal. la construcción de 3 reservorios de 150 m3, instalación de 2 desarenadores, así como la renovación de las tapas de los canales"
555,waste recycling,cañas te quiero limpia,"cañas te quiero limpia, es un proyecto de reciclaje que cuanta con 10 años de implementación, más cuenta con una debilidad, ya que no se cuenta con la infraestructura necesaria (centro de acopio), para realizar las albores de separación, compactación y comercialización","cañas te quiero limpia. cañas te quiero limpia, es un proyecto de reciclaje que cuanta con 10 años de implementación, más cuenta con una debilidad, ya que no se cuenta con la infraestructura necesaria (centro de acopio), para realizar las albores de separación, compactación y comercialización"
556,waste management,"capacitación y empoderamiento de la ciudadanía e instituciones, mediante la educación ambiental, específicamente sobre el manejo adecuado de los residuos sólidos orgánicos","la municipalidad de cañas posee metas ambientales enfocadas en llevar a cabo iniciativas que favorezcan la gestión integral de los residuos sólidos del cantón, con esfuerzos a partir de la separación en la fuente, incluyendo tanto valorizables como orgánicos.este proyecto pretende crear una comunidad capacitada, empoderar y eficiente en el manejo correcto de los residuos orgánicos, que se generan dentro de sus viviendas, lo cual a su vez conlleva beneficios a la institución provenientes de la reducción de los costos operativos y de pago de compensaciones de carbono; así como será posible valorar la disminución de la tarifa por disposición de residuos sólidos que pagan los usuarios a la municipalidad","capacitación y empoderamiento de la ciudadanía e instituciones, mediante la educación ambiental, específicamente sobre el manejo adecuado de los residuos sólidos orgánicos. la municipalidad de cañas posee metas ambientales enfocadas en llevar a cabo iniciativas que favorezcan la gestión integral de los residuos sólidos del cantón, con esfuerzos a partir de la separación en la fuente, incluyendo tanto valorizables como orgánicos.este proyecto pretende crear una comunidad capacitada, empoderar y eficiente en el manejo correcto de los residuos orgánicos, que se generan dentro de sus viviendas, lo cual a su vez conlleva beneficios a la institución provenientes de la reducción de los costos operativos y de pago de compensaciones de carbono; así como será posible valorar la disminución de la tarifa por disposición de residuos sólidos que pagan los usuarios a la municipalidad"
557,transport,bulevar de los guaycanes,"el proyecto consiste en la creación de un bulevar peatonal dentro del cantón de cañas, el cual facilitará la movilización urbana a medios de transporte más ecológicos, como lo son las bicicletas o bien las caminatas por la ciudad","bulevar de los guaycanes. el proyecto consiste en la creación de un bulevar peatonal dentro del cantón de cañas, el cual facilitará la movilización urbana a medios de transporte más ecológicos, como lo son las bicicletas o bien las caminatas por la ciudad"
563,water management,proyecto integral del rescate del río cupatitzio,"este proyecto de mejoramiento urbano integral y aprovechamiento de la ribera del río, rescata el cauce y su entorno natural, para propiciar una mayor integración a la dinámica urbana, además es un proyecto que favorece el turismo, promueve la cultura y la educación","proyecto integral del rescate del río cupatitzio. este proyecto de mejoramiento urbano integral y aprovechamiento de la ribera del río, rescata el cauce y su entorno natural, para propiciar una mayor integración a la dinámica urbana, además es un proyecto que favorece el turismo, promueve la cultura y la educación"
