Questionnaire Name,Account Number,Account Name,Country,CDP Region,Sector,Title,Description
Cities 2021,59167,Municipalidad de Providencia,Chile, Latin America,Waste recycling,Programa de reciclaje electrónico,"Implementación de un servicio permanente de recolección, tratamiento y disposición final segura de pilas y reciclaje de aparatos eléctricos y electrónicos (RAEES). Al ser éstos considerados residuos con sustancias peligrosas se requiere gestionar estos residuos con empresas autorizadas por la Autoridad Sanitaria correspondiente, además de dar cumplimiento al PLADECO en su lineamiento 4.2.1. Promover la reducción, separación y reciclaje de residuos sólidos domiciliarios y a la Ley 20.920 para la gestión de residuos, la responsabilidad extendida del productor y fomento al reciclaje."
Cities 2021,59167,Municipalidad de Providencia,Chile, Latin America,Transport,Renovación de flota vehicular eléctrica de Providencia,"Adquisición de 11 vehículos eléctricos, posicionando la flota vehicular eléctrica comunal y activando un proceso de recambio progresivo en el tiempo.  Se fundamenta como una de las metas de movilidad en la Estrategia Energética Local anexada al PLADECO (Específicamente acción A7 de Electromovilidad), en el Informe de Movilidad Sustentable, las líneas de acción Smart Cities y en el PLADECO en el lineamiento 4 de Comuna Sustentable, en el objetivo de promover la eficiencia energética en la comuna y reducir el impacto ambiental de las actividades municipales. Los vehículos eléctricos poseen una serie de beneficios sociales y ambiental, posicionando a Providencia como una comuna sustentable, ya que reducen el ruido, no emiten contaminantes y el mercado actual cumple con estándares de confort haciendo referencia a la necesidades mínimas de la flota municipal. Además, su funcionamiento está alineado con los nuevos estándares de velocidad máxima (50 km/h) y los programas de espacio público Calles Vivas y líneas de innovación.Dado el posicionamiento de mercados y servicios de postventa, incorporando mantención y seguros, se proyectan modelos de gamma media carga como por ejemplo la línea Z.E. de Renault Kangoo. Adicionalmente se incluye la renovación de puntos de carga."
Cities 2021,59167,Municipalidad de Providencia,Chile, Latin America,Water management,Puntos de hidratación en espacios públicos de Providencia,"Creación de red comunal de 20 Puntos de hidratación a través de mobiliario urbano especializado que permite recargar botellas reutilizables con agua potable filtrada, evitando así el consumo de botellas plásticas desechables.El factor decisivo de inversión por sector es contar con un sistema de arranque de agua potable. Por lo tanto, ampliar los puntos en una zona específica que tenga habilitado el punto de arranque, implicaría una inversión mucho menor, haciéndolo factible para la municipalidad. Adicionalmente, por sobre la factibilidad financiera, está el compromiso por la reducción del riesgo frente a episodios críticos de calor, por lo cual es necesario avanzar en el tema.Estos puntos de hidratación se instalarán en todo el territorio comunal, potenciando los que tienen mayor afluencia de público.Este proyecto se enmarca en el lineamiento Comuna Sustentable del PLADECO, donde a través de proyectos como esto fomentaremos la reducción, reutilización y reciclaje de los residuos. Además, se enmarca dentro de los planes de mitigación de islas de calor del Plan Local de Cambio Climático, siendo una medida concreta a escala urbana y humana."
Cities 2021,59167,Municipalidad de Providencia,Chile, Latin America,Waste management,Implementación de tecnología de deshidratación de residuos orgánicos en conjuntos habitacionales,"La propuesta de un sistema de gestión sustentable de residuos consiste en la recolección segregada de los residuos, modificando los shaft actuales hacia una configuración de shaft ecológicos que permitan la separación. Luego, el traslado de residuos hacia los puntos de acopio utilizando sistemas de carros especialmente diseñados para dicha función, evitando excesos de carga. Posteriormente se propone la instalación de 4 puntos verdes de acopio final de inorgánico, estimando un retiro de 548 kilos semanales. Respecto al orgánico, se propone el tratamiento y reutilización en las mismas dependencias del conjunto habitacional mediante la habilitación de un Punto Verde Orgánico, el cual es capaz de transformar los residuos orgánicos generados,diariamente, en fertilizante orgánico y agua de condensación, utilizables en las áreas verdes. Un estudio preliminar determinó que el sector tiene un potencial estimado de generación de 380 kilos diarios. Es relevante destacar, que el punto Verde Orgánico incorporará tecnología especializada que no ha sido implementada en Chile, siendo pioneros en la gestión orgánica local. Dichatecnología consiste en una máquina deshidratadora que divide y acopia la fracción orgánica y líquido, ambos aprovechables para el fortalecimiento de las áreas verdes. Para cumplimiento del PLADECO en su lineamiento 4.2.1. Promover la reducción, separación y reciclaje de residuos sólidos domiciliarios (este Programa se financia con la tarifa de aseo) , y busca probar modelos que nos permitan avanzar a ser una comuna Cero Basura, ya que esta Unidad Vecinal contemplaría un plan de gestión completo para residuos orgánicos e inorgánicos."
Cities 2021,59167,Municipalidad de Providencia,Chile, Latin America,Water management,Eficiencia hídrica en establecimientos municipales de alto consumo hídrico,"Implementación de sistemas regulación de la presión del sistema de abastecimiento de agua potable de los 12 establecimientos educacionales de Providencia, logrando ahorros de promedio de un 40% del consumo hídrico. Esta tecnología permite regular la presión del agua según el horario y uso específico, logrando además identificar la existencia de filtraciones y cualquier tipo de pérdida de agua.Actualmente existen importantes problemas de ineficiencia y mala utilización del agua, sumado al déficit económico en el ámbito educacional, por lo cual, iniciativas de ahorro impulsan mejor gestión económica y ambiental. La regulación de la presión genera resultados concretos, comprobables e inmediatos. El potencial de ahorro es variable según la infraestructura de cada establecimiento pero existen casos reportados en la RM donde los ahorros llegan al 78% del consumo total. En promedio por colegio se proyectan ahorros sobre los 10.000 m3 /año equivalentes a 4 piscinas olímpicas.Es importante considerar que los ahorros de consumo de agua amortiguan los costos asociados a inversión"
Cities 2021,60268,Prefeitura de Brumadinho,Brazil, Latin America,Waste recycling,,"Projeto de condicionamento de resíduos humanos (Aterro Sanitário). Os caminhões que recolhem o lixo reciclável do município o depositam lá, após uma triagem para retirar o lixo reciclável, que é direcionado para a associação de catadores, também da prefeitura."
Cities 2021,60268,Prefeitura de Brumadinho,Brazil, Latin America,Waste recycling,Associação dos Catadores do Vale do Paraopeba,"O lixo verde e o lixo orgânico recolhido é triado e levado para ser triturado e transformado em compostagem orgânica, para o seu reaproveitado nas praças e áreas verdes do município."
Cities 2021,60268,Prefeitura de Brumadinho,Brazil, Latin America,Water management,,Projeto para a melhoria e conservação dos mananciais hídricos e áreas verdes do município com a inclusão social e educação ambiental
Cities 2021,60272,Prefeitura de Campina Grande,Brazil, Latin America,"Other, please specify: Projeto voltado à arborização urbana",,"O projeto tem como objetivo principal o plantio de árvores na cidade, como meio de minimizar o déficit arbóreo , enfatizando também através da educação ambiental o envolvimento da comunidade escolar  na sensibilização e ações de plantio."
Cities 2021,60273,Prefeitura de Extrema,Brazil, Latin America,Renewable energy,Usina Termoquímica de Geração Elétrica - UTGE Extrema,"Com a proximidade do encerramento da vida útil do Aterro Sanitário Municipal, o município de Extrema está em fase de transição para uma nova solução de disposição de resíduos sólidos urbanos, mais limpa e eficiente, que vislumbra o aproveitamento energético dos resíduos, por meio de uma Usina Termoquímica de Geração Elétrica (UTGE), para gaseificação dos resíduos e conversão em energia elétrica.A usina será movida a Combustível Derivado de Resíduo (CDR). As principais vantagens da UTGE são a redução da necessidade de área de disposição final de resíduos (em relação a um aterro sanitário), a eliminação de riscos de contaminação ambiental de solo, água e ar, o aproveitamento energético de resíduos, com geração de um ativo econômico, além da redução de emissões de gases de efeito estufa, contribuindo com a Política Municipal de Combate às Mudanças Climáticas.As obras da primeira fase da usina, referente à terraplanagem e construção do galpão da linha de processamento de combustível derivado de resíduo (CDR), iniciaram em julho de 2020 e devem ser concluídas até o segundo semestre de 2021. A segunda fase será a aquisição e instalação dos equipamentos da linha de CDR, seguida da instalação do gaseificador e das instalações de geração elétrica."
Cities 2021,60273,Prefeitura de Extrema,Brazil, Latin America,Water management,Conservador das Águas,"O Projeto Conservador das Águas, criado pela Lei Municipal nº 2.100/2005, consiste na realização do levantamento planimétrico das propriedades rurais, indicando sua atual situação e quais serão as metas propostas para o local. A Secretaria Municipal de Meio Ambiente é responsável por elaborar tais projetos definindo as ações que deverão ser implementadas e as metas a serem atingidas, em função das características da propriedade.Os principais objetivos são: (1) promover ações municipais de apoio à sustentabilidade social, econômica e ambiental dos manejos e práticas implantadas, por meio de incentivos financeiros aos proprietários custeados pelo Pagamento por Serviços Ambientais (PSA); (2) reduzir os níveis de poluição difusa rural, decorrente dos processos de sedimentação e eutrofização e de falta de saneamento ambiental; (3) difundir o conceito de manejo integrado de  floresta, de solo  e da água na Bacia Hidrográfica do Rio Jaguari; e (4) aumentar a cobertura florestal nas sub-bacias hidrográficas e implantar microcorredores ecológicos.A expertise acumulada com o projeto desde 2005 permitiu avançar das ações de adequação ambiental das propriedades rurais para a implantação de um Sistema Municipal de Unidades de Conservação - SMUC, mantendo o PSA como instrumento econômico para atingir o objetivo. O Decreto Municipal nº 2.887/2015 estabelece as áreas de  Conservação Ambiental como prioritárias para criação das unidades de conservação (UC), correspondente a 8.125 hectares, 33% da área do município de Extrema. A proposta é transformar estas áreas em um mosaico de UC,  constituído de Reservas Particulares do Patrimônio Natural (RPPN) com PSA e o Parque Natural Municipal (PNM)."
Cities 2021,60273,Prefeitura de Extrema,Brazil, Latin America,"Other, please specify: Compensação de emissões de GEE no avanço da neutralidade climática",Extrema no Clima,"O Programa Extrema no Clima foi concebido em 2018, abarcando o Projeto Conservador das Águas. Além de contribuir na fixação de carbono na busca pelo clima neutro, a iniciativa contribui com aumento da quantidade e qualidade dos recursos hídricos que abastecem não apenas Extrema, mas também o Sistema Cantareira, responsável pelo abastecimento da Região Metropolitana de São Paulo, maior cidade da América do Sul e que passou pela pior crise hídrica durante os anos de 2014 e 2015.Com a criação da Política de Combate às Mudanças Climáticas, Extrema realizou a aproximação dos setores comercial e industrial às iniciativas de restauração florestal e fixação de carbono realizada pelo poder público. Assim, em 2018 o programa iniciou a implementação da incorporação dos impactos das emissões de gases de efeito estufa nos processos de licenciamento ambiental municipal dos empreendimentos e atividades potencialmente poluidoras, por meio de compensação ambiental vinculada ao Fundo Municipal para Pagamento por Serviços Ambientais (FMPSA), destinados à restauração florestal e neutralização das emissões de carbono.Até o momento, o programa tem a adesão de 145 empresas, dos setores industrial e de comércio, com a neutralização total de 17,7% de suas emissões, referente ao período de 2017 a 2021, o que representa 114,137 hectares de restauração florestal. Referente ao ano-base de 2020,  foram compensados 7.768,361 tCO2e, sendo restaurados 24,305 hectares com o plantio de vegetação nativa do Bioma Mata Atlântica."
Cities 2021,60274,Prefeitura de Cruzeiro do Sul,Brazil, Latin America,Waste management,,
Cities 2021,60274,Prefeitura de Cruzeiro do Sul,Brazil, Latin America,"Other, please specify",,A
Cities 2021,60274,Prefeitura de Cruzeiro do Sul,Brazil, Latin America,,,.
Cities 2021,60274,Prefeitura de Cruzeiro do Sul,Brazil, Latin America,Energy efficiency / retrofit,,Estudando a viabilidade de implementação e buscando parceria para implementação de indústria de produção de energia com utilização de resíduos ( Gaseificação)
Cities 2021,60277,Prefeitura de Ilhabela,Brazil, Latin America,,,
Cities 2021,60318,Prefeitura de Porto Velho,Brazil, Latin America,"Other, please specify: REDD+",,"A definição do sistema municipal de REDD+ para Porto Velho deve considerar o cenário de linha de base estabelecido para o estado de Rondônia, definido de forma integrada com o nível de referência nacional, bem como a estratégia adotada para a distribuição de U-REDDs dentro do Estado. Fonte: Relatório Conceitual: Proposta de Sistema Municipal de REDD+ para Porto Velho - RO. Pág. 39."
Cities 2021,60318,Prefeitura de Porto Velho,Brazil, Latin America,"Other, please specify: Monitoramento de fauna e flora",PROJETO DE MONITORAMENTO DA FAUNA E FLORA DO PARQUE NATURAL MUNICIPAL DE PORTO VELHO – OLAVO PIRES – PNMPV/RO,"O principal objetivo desse monitoramento é gerar dados a respeito do estado deconservação de cada UC por meio de indicadores biológicos. Monitorar requercompromissos de longo prazo, e para que existam e sustentem-se é fundamental que setenha clareza dos propósitos e ganhos com sua implementação.O monitoramento da biodiversidade realizado a partir de levantamentos em campo(in situ) fornece a base de informações biológicas necessária para subsidiar a gestão e aproposição de medidas adequadas para a conservação dos ambientes monitorados atravésde indicadores ambientais.O processo de seleção de indicadores e suas respectivas métricas para omonitoramento resultou em quatro principais grupos de indicadores biológicos: plantasarbóreas, grupos selecionados de aves, mamíferos de médio e grande porte e borboletasfrugívoras, que tornar-se-ão objeto desse estudo."
Cities 2021,60319,Prefeitura de Pato Branco,Brazil, Latin America,,,
Cities 2021,60320,Prefeitura de Presidente Prudente,Brazil, Latin America,Waste management,,"possibilidades de se implantar metodologias inovadoras, que possam vir a ajudar na minimização dos recursos utilizados para tratar os resíduos."
Cities 2021,60337,Prefeitura de Quissamã,Brazil, Latin America,No relevant projects,,
Cities 2021,60348,Prefeitura de São José dos Pinhais,Brazil, Latin America,Buildings,BARRAGEM DO RIO MIRINGUAVA,Solicitado a estatal SANEPAR o projeto.
Cities 2021,60349,Prefeitura de São Leopoldo,Brazil, Latin America,Outdoor lighting,Projeto de Eficiência Energética no Parque  Municipal de Iluminação Pública,"As iniciativas  municipais  de melhoria de eficiência energética envolvem a substituição de luminárias públicas por lampadas mais eficientes e estão sendo realizadas gradativamente, com recursos próprios. Os próximos passo serão na direção da eficiência energética em  prédios públicos e demais locais (prédio particulares. shopping, locais públicos).  Estudos de viabilidade para captação da energia eólica e utilização de energia eletrovoltáica com formas de energia limpa."
Cities 2021,60349,Prefeitura de São Leopoldo,Brazil, Latin America,Energy efficiency / retrofit,Usina Pública de Geração de Energia Fotovoltaica,"Criação de uma usina pública de geração de energia fotovoltaica, com capacidade instalada de 1,8 à 2,3 MW. Projeto dividido em 4 fases que prevê, além da instalação de placas fotovoltaicas de captação de energia solar , tando solo como telhado, gerando reduções mensuráveis de GEE e economia para o município, também o estímulo a economia local, a capacitação de jovens trabalhadores  e a participação de mulheres em postos chave. O Plano Municipal de Energia e Eficiência prevê o uso de geração eletrovoltáica e eólica como forma de abastecimento de parte da demanda municipal.  A matriz de abastecimento energético municipal ainda possui componentes que geram gases do efeito estufa (Usina Termoelétrica de Candiota e Pampa Sul). Para romper com este modal energético depende de investimentos, não só municipais, mas também de setores produtores de energia nacional e federal."
Cities 2021,60349,Prefeitura de São Leopoldo,Brazil, Latin America,Transport,"Projeto de Ampliação, Melhorias  e Modernização nas Ciclovias Municipais e Pista de Caminhadas","O projeto prevê uma ampliação de 70% nas ciclovias existentes no município, em quilômetros e mais a melhoria e modernização, com sinalização e controladores .Na primeira fase está a ampliação das ciclovias municipais, a construção de espaço seguros exclusivamente para o estacionamento de bicicletas; Na segunda fase se pretende a construção de um parque linear ao longo do trem metropolitano, a ampliação dos circuito de caminhadas; Na terceira fase os estudos para implantação de veículo de transporte de massa com fonte alternativa de energia (pneumático) denominado AEROMÓVEL,  a interconexão entre os modais de transporte para melhoria do transporte público."
Cities 2021,60349,Prefeitura de São Leopoldo,Brazil, Latin America,Waste management,Projeto de Modernização da Coleta Municipal de Resíduos / Projeto Central Municipal de Compostagem,"Construção de unidade biomecânica de tratamento de resíduos da cidade, de forma a promover a separação e tratamento de todas as frações dos resíduos, inclusive a orgânica de forma mais sustentável.   Construção de uma unidade de apoio de compostagem acelerada com capacidade para 200 ton /mês."
Cities 2021,60349,Prefeitura de São Leopoldo,Brazil, Latin America,Water management,Projeto de melhorias e modernização do Sistema Municipal de Proteção Contra as Cheias,"A gestão dos recursos hídricos sempre demandaram vultosos investimentos, tanto em implantação de sistemas de tratamento e saneamento como recuperação de mata ciliar no Rio e Arroios. Os planos de gestão das águas se interconecta por objetivos, mas de forma independente e pouco articulada, atuando em áreas diversas .  Além da proposta de gestão compartilhada e de planos de saneamento voltados a necessidade de atender as demandas de tratamento, protendemos integrar diversas iniciativas e ações tornado a gestão mais efetiva incluindo a proteção e prevensão de eventos climáticos extremos por conta dos efeitos do aquecimento global."
Cities 2021,60351,Prefeitura de Sobral,Brazil, Latin America,,,
Cities 2021,60356,Prefeitura de Tupã,Brazil, Latin America,,,
Cities 2021,60361,Prefeitura de Tangará da Serra,Brazil, Latin America,Waste recycling,Cooperativa de Produção da Material Reciclável de Tangará da Serra,"Cooperativa de Produção da Material Reciclável de Tangará da Serra, MT, COOPERTA.  Empreendimento de interesse socioeconômico e ambiental, para coleta seletiva de lixo, bem como o reaproveitamento de materiais recicláveis. Projeto com 140,13 m², tanque séptico e sumidouro para tratamento de esgoto para as instalações hidrossanitárias e instalação de rede de energia. A Construção do Barracão e Administração da Cooperativa sera executado na Avenida das Américas s/n, no Jardim Industriário do Município. A Cooperativa atualmente se encontra operando na Rua 04, 350-W, Jardim Vila Esmeralda, neste Município."
Cities 2021,60364,Alcaldía de Florencia,Colombia, Latin America,,,
Cities 2021,60369,Alcaldía Municipal de Armenia,Colombia, Latin America,,,
Cities 2021,60370,Alcaldía de Cúcuta,Colombia, Latin America,Energy efficiency / retrofit,Promoción de la reconversión energética en los sectores de mayor impacto en la calidad del aire y proposición de lineamientos técnicos y administrativos para la formulación de políticas públicas regionales en materia de prevención y control de emisiones atmosféricas en el municipio de San José de Cúcuta.,"1). Diagnosticar técnica y administrativamente las 12 fuentes más críticas en el inventario de Emisiones Atmosféricas en fuentes fijas, para identificar oportunidades y barreras en la implementación de planes de acción para la prevención y control de la contaminación del aire por fuentes fijas.2). Realizar vigilancia tecnológica y del entorno sobre las acciones regionales, nacionales e internacionales dirigidas a la prevención y control de la contaminación del aire por fuentes fijas y móviles para capacitar a los sectores de arcilla, coquizadoras y tintorerías.3). Diseñar un documento que provea al municipio de Cúcuta lineamientos técnicos y administrativos para iniciar procesos de planeación municipal en el que se implementen acciones de prevención y control de la contaminación del aire por fuentes fijas y móviles. 4). Analizar el desempeño de las industrias contaminantes, abordando las principales causas de polución del aire en relación a la tecnología utilizada y sus procesos de combustión, para implementar una estrategia de buenas prácticas y transformación tecnológica hacia los sectores que cuente con atrasos en el tema.5). Desarrollar diplomado de 120 horas en reconversión energética renovable  para los sectores industriales de arcillas, tintorerías y coquizadores con el ánimo de fomentar la implementación de nuevas tecnologías y procesos más verdes"
Cities 2021,60370,Alcaldía de Cúcuta,Colombia, Latin America,Waste management,Estudio de prefactibilidad de una planta de tratamiento para el aprovechamiento de residuos de la construcción y demolición y de asfalto de san José de Cúcuta bajo el enfoque de la economía circular,"1) Caracterizar los residuos de construcción y demolición desechados en la escombrera de San José de Cúcuta y el flujo de residuos en un punto crítico de depósito de escombros.2) Diseñar una mezcla con adición de RCD para la fabricación de un producto de la construcción y aprovechamiento de los residuos de asfalto.3) Realizar un estudio de mercado de los productos derivados de la caracterización de RCD que permita establecer el diagnóstico de viabilidad de aprovechamiento de los residuos.4) Realizar un estudio técnico, operativo, económico y financiero para la viabilidad de una planta de tratamientos de residuos de construcción y demolición de San José de Cúcuta."
Cities 2021,60370,Alcaldía de Cúcuta,Colombia, Latin America,Water management,Adquisición y Compra de Áreas Estratégicas,1) Diagnostico Ambiental de los predios a seleccionar para la compra de áreas estratégicas2) Levantamiento Topográfico del predio3) Avaluo Comercial y estudio de títulos del predio4) Priorización de predios a comprar como áreas estratégicas5) Compra de áreas estratégicas y/o áreas protegidas
Cities 2021,60373,Alcaldía de Ríohacha,Colombia, Latin America,,,
Cities 2021,60374,Alcaldía de Ibagué,Colombia, Latin America,Transport,Semaforos inteligentes,Implementación de semaforos inteligentes en la ciudad de ibagué
Cities 2021,60374,Alcaldía de Ibagué,Colombia, Latin America,Renewable energy,,"se pretende crear un parque solar, el cual puede abastecer de energía todo el alumbrado publico de la ciudad."
Cities 2021,60381,Alcaldía Distrital de Santa Marta,Colombia, Latin America,Water management,CONSTRUCCIÓN DE LA PRIMERA ETAPA DEL PARQUE AMBIENTAL Y OBRAS DE RECUPERACIÓN HIDRÁULICA Y AMBIENTAL EN EL RÍO MANZANARES EN LA CIUDAD DE SANTA MARTA,"La alternativa a desarrollar consiste en la intervención 17.000 metros lineales divididos en 2 secciones, así:La primera, que se desarrollará a lo largo de 16.180 metros comprendidos entre la carrera cuarta (4a) y el sector de Bonda, consiste enrealizar limpieza y retiro de residuos sólidos del cauce. La segunda, que se desarrollará a lo largo de 820 metros, comprendidos entre la Carrera cuarta (4a) y la desembocadura del Río Manzanares en la Bahía de Santa Marta, sector Los Cocos, comprende las siguientes actividades:Realizar dragado mecánico de sedimentos y conformar terraplén con material seleccionado.Construir las obras de protección de taludes necesarias para controlar los procesos erosivos que afectan el cauce del río.Construir puntos de embalse para mejorar la capacidad de recarga del acuífero y mantener un flujo ecológico en su cauce durante todo el año.Construir un Parque Lineal para la recuperación paisajística y ambiental del río.Desarrollar un programa de reforestación con especies endémicas de la cuenca del río Manzanares en su zona baja y propiciar esta misma actividad en áreas de uso privado.No obstante, las obras del parque ambiental requieren la labor de recuperación de la ronda hídrica del río a través de compra de  predios, labor que desarrollará la alcaldía distrital de Santa Marta a través de otra iniciativa.Es importante recalcar, que el proyecto también incluye una actividad de Elaboracion de Estudios y Diseños para Obras de Paisajismo y Urbanismo en Fase III."
Cities 2021,60381,Alcaldía Distrital de Santa Marta,Colombia, Latin America,"Other, please specify: Reforestración",ESTABLECIMIENTO Y PLANIFICACIÓN DEL BOSQUE URBANO COMO ESTRATEGIA DE ADAPTACIÓN AL CAMBIO CLIMATICO EN LA CIUDAD DE SANTA MARTA,"Establecer los lineamientos técnicos para la implementación de estrategias o alternativas eficientes para la mitigación de los efectos del cambio climático en la ciudad de Santa Marta a través de la gestión integral del arbolado y la implementación de un Bosque Urbano, el cual pretende ser desarrollado para abordar los siguientes objetivos:Implementar un bosque urbano central como primera medida en la estrategia de adaptación y mitigación de los efectos del cambio climático en la ciudad de Santa Marta. Identificar otras áreas para la implementación o conectividad ecosistémica.Sensibilizar a la comunidad samaria sobre problemática ambiental relacionada a la falta de conciencia en el cuidado de los recursos forestales de la ciudad.Suministrar información base para el diseño de políticas y normativas que regulen las actividades de paisajismo y en general la planificación del arbolado urbano en la ciudad de Santa Marta."
Cities 2021,60381,Alcaldía Distrital de Santa Marta,Colombia, Latin America,Waste management,DESPLASTIFICA TU CIUDAD POR UN AMBIENTE SOSTENIBLE,"Establecer los lineamientos técnicos para la implementación de estrategias o alternativas referentes al uso y reducción del consumo y contaminación por material plástico en la ciudad de Santa Marta,  el cual pretende ser desarrollado para abordar los siguientes objetivos:Sensibilizar a la comunidad samaria sobre la problemática ambiental del uso del plástico a nivel local y mundial. Suministrar información base para el diseño de políticas y normativas que regulen el consumo, producción y uso del plástico en la ciudad de Santa Marta. Realizar seguimiento, vigilancia y control sobre el uso y consumo del plástico, tendientes a reducir los altos índices de contaminación por plásticos a nivel local y mundial."
Cities 2021,60381,Alcaldía Distrital de Santa Marta,Colombia, Latin America,Water management,"DISEÑO Y EJECUCIÓN DE UN CONCURSO AMBIENTAL DENOMINADO MI BARRIO, MI RIO, EN EL DISTRITO DE SANTA MARTA","Diseñar y ejecutar un concurso ambiental denominado MI BARRIO, MI RIO, con el fin de crear conciencia ambiental, e implementar acciones que contribuyan a disminuir los impactos ambientales negativos en los cuerpos hídricos, específicamente en los barrios ubicados en las laderas de los ríos Manzanares, Gaira y la Quebrada Tamacá, en la ciudad de Santa Marta, el cual pretende ser desarrollado para abordar los siguientes objetivos:Promover campañas de cultura ciudadana que ayuden a concientizar a la comunidad en cada barrio, sobre la importancia de mantener limpios los barrios, aportando a la disminución de puntos críticos que generan contaminación ambiental. Promover y fortalecer el desarrollo de las iniciativas a favor del medio ambiente y el desarrollo sostenible de nuestros ecosistemas, especialmente en los barrios ubicados en las laderas los ríos Manzanares, Gaira y la Quebrada Tamacá.Reconocer las iniciativas y actividades que ofrezcan el mejor aporte a la conservación y buen uso de los recursos naturales y del medio ambiente, en los barrios ubicados en las laderas de los ríos Manzanares, Gaira y la Quebrada Tamacá."
Cities 2021,60384,Alcaldía de Yopal,Colombia, Latin America,No relevant projects,No hay ningún proyecto relevante,No hay ningún proyecto relevante
Cities 2021,60385,Alcaldía de Villavicencio,Colombia, Latin America,Water management,Proyecto Parque de las Aves,"El Proyecto Parque de las Aves se encuentra en este momento realizando los estudios y diseños, con este proyecto se pretende contribuir a la conservación del recurso hídrico en la Reserva Forestal Protectora Quebrada Honda, Caño Parrado y Buque - Buenavista, a través del turismo de naturaleza en especial el aviturismo como alternativa económica  a los habitantes del sector disminuyendo la presión antrópica a los bosques y a las fuentes hídricas del sector."
Cities 2021,60387,Alcaldía de Sincelejo,Colombia, Latin America,Energy efficiency / retrofit,,"Canalizacion de arroyos, recuperacion y limpieza de cauces de las rondas hidricas del Municipio de Sincelejo"
Cities 2021,60387,Alcaldía de Sincelejo,Colombia, Latin America,Waste management,,"Implementacion del Plan de Gestion Integral de Residuos Solidos del Municipio de Sincelejo, incluyendo planta de desintegracion de residuos solidos y planta de reciclaje y transformacion"
Cities 2021,60387,Alcaldía de Sincelejo,Colombia, Latin America,Water management,,"Parque del Agua, Incluye Construccion del Acueducto Municipal, Para Traer el Agua a Sincelejo desde el el Mar u otra fuente(RIO) y no Depender del Acuifero que está sobreexplotado y puede culminar su vida util en 20 años"
Cities 2021,60387,Alcaldía de Sincelejo,Colombia, Latin America,Renewable energy,,Implementar en las escuelas del municipio de sincelejo y en los acueductos corrigementales y urbano las generacion de la energía para su funcionamiento a partir de fuentes renovables y limpias
Cities 2021,60391,Municipalidad de San Borja,Peru, Latin America,Water management,,"The source of the greywater comes from the Surco River, which is a canal fed from the Rimac River that empties untreated wastewater directly into the Pacific Ocean. The future biofiltration facilities will prevent untreated wastewater from flowing directly into the Pacific Ocean, and help San Borja avoids 49 metric tons of emissions each year (for just irrigation of green spaces and urban forest) by helping reduce fugitive nitrous oxides (N2O) emissions from the open canals running through San Borja. San Borja will use this water treated by its biofiltration system to irrigate its public parks, growing an urban forest, and green space through a combination of a sprinkler system and controlled flooding in its parks, along its boulevards and roadways. The municipality also has plans to expand the use of sprinklers for irrigation as a replacement for the old model of using canals to flood an area. This will help improve the efficiency of water used for landscaping."
Cities 2021,60392,Municipalidad de San Isidro (Lima),Peru, Latin America,Renewable energy,Installation of lighting equipment for green areas from urban solar energy.,"In June 2020, the municipality of San Isidro, through the Sub-management of Environmental Management, started a pilot project in which it consisted of acquiring 51 solar panels with LED lights and installing them in the pedestrian pathways of sector 2 of the district. Its operation has avoided emitting 14.27 tons of carbon dioxide equivalent to date.Likewise, and as the first stage of this project, the municipality of San Isidro, also through the Sub-management of Environmental Management, is proposing to install 221 solar lights with additional LED panels in the month of September of this year in subsector 4- 3 of the district, which would be equivalent to a reduction of 61.83 tons of equivalent greenhouse effect gases per year.Then, and following the limiting conditions and specified in Law No. 25844, Electricity Concessions Law and its Regulations approved by Supreme Decree No. 009-93-EM, the municipality of San Isidro will carry out signed agreements, prior coordination with the corresponding concessionaire, on the installation of public lighting units fed with renewable sources in the 46 parks of the district and whose lighting levels exceed the established minimums that include aspects related to energy consumption, operation, maintenance and replacement of units.It should be reiterated that the municipality would assume the costs of the excess installation, energy consumption, operation, maintenance and replacement of lighting units with respect to the costs for these same concepts of units. For its part, the concessionaire would be in charge of ensuring that the installation of special public lighting of renewable origin does not affect the lighting standards established for the parks.The purpose of signing these agreements with the respective concessionaire is to enable by the year 2050 new solar panels with LED lights to the 46 parks that currently exist in the San Isidro district; and, with this, avoid the emission of 122,434 tons of carbon dioxide equivalent annually until that year."
Cities 2021,60393,Municipalidad de Santiago,Chile, Latin America,Energy efficiency / retrofit,"Promoción a la incorpotración de ERNC y EE en galerías comerciales a través del programa ""Galerias energéticas en el centro de Santiago""","En la comuna de Santiago existen 77 galerias comerciales, las cuales forman parte importante de la identidad del centro de la comuna. Para realizar trabajo energético con galerias, se propone implementar un proyecto piloto con la galeria Matte aprovechando su organización interna debido a que cuentan con personalidad jurídica. Se desconoce los costos del proyecto"
Cities 2021,60393,Municipalidad de Santiago,Chile, Latin America,No relevant projects,,
Cities 2021,60393,Municipalidad de Santiago,Chile, Latin America,Transport,Tranvías para Santiago,"La comuna de Santiago cuenta con una amplia red de rieles de tranvías que ya no operan, pero que se encuentran en algunas calles de la ciudad, razón por la cual, en el sector Barrio Yungay el municipio pretende concretar un proyecto que permitiría implementar un circuito de aproximadamente de 4 km oara el desplazamiento de vecinos y turistas, con el propósito de que este modo de transporte en algún momento pueda expanderse y pasar a ser parte del sistema de transporte público. Como este proyecto aún está en pre evaluación se desconoce de los montos de inversión"
